"courier_id","full_name","vehicle_type","home_borough","hired_at"
COU_000740,Reese Brown,bike,Brooklyn,2024-08-13 07:54:28.000
COU_000741,Riley Wilson,foot,Queens,2025-03-31 00:42:26.000
COU_000742,Avery Green,bike,Brooklyn,2024-10-23 03:02:31.000
COU_000743,River Lopez,foot,Queens,2025-09-15 18:23:02.000
COU_000744,Sam Wright,scooter,Manhattan,2025-03-10 22:28:03.000
COU_000745,Robin Garcia,car,Queens,2025-05-13 16:56:49.000
COU_000746,Rowan Turner,bike,Bronx,2025-04-02 08:14:03.000
COU_000747,Emery White,foot,Queens,2025-09-24 20:25:19.000
COU_000748,Taylor Rodriguez,foot,Bronx,2024-12-01 16:48:17.000
COU_000749,Blake Davis,car,Staten Island,2025-03-20 18:07:27.000
COU_000750,Dana Adams,e-bike,Manhattan,2025-08-19 02:08:35.000
COU_000751,Quinn Harris,scooter,Bronx,2025-01-30 04:50:01.000
COU_000752,Reese White,scooter,Brooklyn,2025-04-14 21:30:45.000
COU_000753,Harper Parker,e-bike,Manhattan,2025-06-02 10:01:10.000
COU_000754,Avery Patel,foot,Staten Island,2025-03-20 00:02:52.000
COU_000755,Sage Nguyen,foot,Bronx,2025-08-02 15:49:08.000
COU_000756,Sage Gonzalez,car,Staten Island,2025-08-03 19:35:31.000
COU_000757,Morgan Parker,e-bike,Staten Island,2024-11-08 19:03:54.000
COU_000758,Devon Gonzalez,bike,Brooklyn,2025-03-06 07:33:14.000
COU_000759,Hayden Lewis ,foot,Staten Island,2024-08-01 04:58:54.000
COU_000760,Arden Adams,bike,Bronx,2025-04-12 13:54:25.000
COU_000761,Jules Mitchell,scooter,Brooklyn,2024-11-20 21:11:03.000
COU_000762,Rowan Perez,car,Queens,2025-01-12 23:57:25.000
COU_000763,Chris Wright,foot,Manhattan,2024-11-20 01:47:35.000
COU_000764, Rowan Garcia ,foot,Queens,2024-08-08 13:24:56.000
COU_000765,Riley Garcia,e-bike,Bronx,2025-02-10 10:15:03.000
COU_000766,Hayden Phillips,scooter,Brooklyn,2025-06-02 04:34:40.000
COU_000767,Sage King,scooter,Manhattan,2025-05-04 00:53:49.000
COU_000768,Phoenix Turner,scooter,Queens,2025-07-04 11:44:18.000
COU_000769,Remy Lopez,car,Brooklyn,2024-11-05 23:43:27.000
COU_000770,Shawn Gonzalez,car,Bronx,2024-10-19 02:12:45.000
COU_000771,Shawn Hill,foot,Staten Island,2025-01-26 08:27:22.000
COU_000772,Avery Davis,e-bike,Queens,2025-05-29 14:06:18.000
COU_000773,Jamie Nguyen,foot,Queens,2025-03-27 14:20:11.000
COU_000774,Parker Campbell,e-bike,Queens,2024-09-28 22:19:47.000
COU_000775,Sam Lewis,bike,Manhattan,2025-06-19 02:08:50.000
COU_000776,Sloan Patel,car,Brooklyn,2025-06-05 23:10:25.000
COU_000777,Devon Adams,car,Queens,2025-01-03 13:04:06.000
COU_000778,Quinn Lewis,scooter,Manhattan,2025-04-25 04:51:37.000
COU_000779,Jules Parker,e-bike,Staten Island,2025-03-29 16:27:32.000
COU_000780,Noel Hill,e-bike,Staten Island,2025-04-28 07:05:00.000
COU_000781,Parker Adams,foot,Bronx,2024-11-04 09:24:16.000
COU_000782,Drew Nelson,e-bike,Bronx,2025-07-11 06:16:01.000
COU_000783,Micah Harris,e-bike,Bronx,2025-04-20 14:13:28.000
COU_000784,Drew Davis,scooter,Manhattan,2024-11-22 04:46:03.000
COU_000785,Taylor Nguyen,scooter,Manhattan,2025-03-29 04:51:55.000
COU_000786,Cory Gonzalez,foot,Staten Island,2024-10-13 03:44:38.000
COU_000787,Morgan Brown,foot,Staten Island,2025-07-25 18:44:21.000
COU_000788, Jules Smith,foot,Queens,2024-12-25 08:18:54.000
COU_000789,Shawn Wright,bike,Queens,2024-09-08 03:46:52.000
COU_000790,Cameron Baker,scooter,Brooklyn,2025-06-03 17:33:07.000
COU_000791,Alex Young,e-bike,Staten Island,2025-02-04 14:09:40.000
COU_000792,Robin Carter,foot,Queens,2025-05-02 00:14:51.000
COU_000793,Reese White,e-bike,Bronx,2025-02-08 07:48:10.000
COU_000794,Cameron Harris,e-bike,Manhattan,2025-04-10 18:21:46.000
COU_000795,Jordan Evans,bike,Manhattan,2024-12-14 18:05:43.000
COU_000796, Dana Harris,e-bike,Brooklyn,2024-10-15 06:43:14.000
COU_000797,Peyton Martinez,foot,Staten Island,2025-03-12 06:12:08.000
COU_000798,River Parker,scooter,Brooklyn,2025-05-03 04:38:24.000
COU_000799,Sage Green,bike,Staten Island,2025-09-22 04:36:13.000
COU_000800,Phoenix Davis,scooter,Brooklyn,2024-10-27 19:29:55.000
COU_000801,Drew Lopez,scooter,Manhattan,2024-11-28 16:38:24.000
COU_000802,Jules Lewis,scooter,Manhattan,2024-08-02 21:03:36.000
COU_000803,Avery Carter,e-bike,Bronx,2025-04-03 08:55:01.000
COU_000804,Sam Phillips,foot,Staten Island,2024-09-30 03:33:25.000
COU_000805,Cory Young,scooter,Brooklyn,2025-02-10 10:23:39.000
COU_000806,Sloan White,scooter,Brooklyn,2025-06-02 00:17:01.000
COU_000807,Skyler Parker,scooter,Bronx,2025-04-06 11:10:27.000
COU_000808,Skyler Nelson,car,Queens,2025-08-11 11:40:44.000
COU_000809,Tatum Martinez,bike,Brooklyn,2025-08-19 02:35:03.000
COU_000810,Cory Gonzalez,scooter,Queens,2025-03-14 02:18:08.000
COU_000811,Harper Wilson,e-bike,Brooklyn,2024-12-18 18:31:08.000
COU_000812,Arden Lee,e-bike,Bronx,2024-10-07 04:40:09.000
COU_000813,River Thomas,scooter,Bronx,2025-03-30 22:28:41.000
COU_000814,Rowan Nguyen,foot,Bronx,2024-11-06 18:02:57.000
COU_000815,Peyton Phillips,bike,Manhattan,2025-07-10 22:28:39.000
COU_000816,Arden Rodriguez,foot,Manhattan,2025-01-30 01:15:59.000
COU_000817,Quinn Walker,foot,Queens,2024-10-10 06:10:48.000
COU_000818,Arden Rodriguez,e-bike,Bronx,2025-07-24 04:35:18.000
COU_000819,Morgan Garcia,foot,Bronx,2025-08-14 01:10:32.000
COU_000820,Elliot Anderson,bike,Brooklyn,2025-08-11 01:38:43.000
COU_000821,Riley Wilson,foot,Staten Island,2025-01-03 09:43:33.000
COU_000822,Arden Campbell,e-bike,Brooklyn,2025-06-12 22:37:59.000
COU_000823,River Thomas,foot,Bronx,2025-04-05 04:04:31.000
COU_000824,Cameron Young,scooter,Bronx,2024-08-11 13:31:59.000
COU_000825,Taylor Wright,bike,Manhattan,2025-03-13 19:12:08.000
COU_000826,Casey Campbell,e-bike,Bronx,2024-10-29 01:59:19.000
COU_000827,Robin Young,scooter,Queens,2024-08-15 22:24:19.000
COU_000828,Drew Turner,scooter,Bronx,2025-07-03 06:50:47.000
COU_000829,Cameron Roberts,car,Staten Island,2024-11-29 13:22:53.000
COU_000830,Drew Wilson,bike,Bronx,2025-07-20 09:07:27.000
COU_000831,Remy Patel,scooter,Bronx,2024-08-07 09:53:57.000
COU_000832,Sam Parker,scooter,Manhattan,2025-01-20 11:04:11.000
COU_000833,Noel Walker,foot,Brooklyn,2024-08-28 06:38:29.000
COU_000834,Casey Perez,scooter,Staten Island,2025-08-07 01:05:29.000
COU_000835,Logan Nelson,scooter,Staten Island,2025-06-16 17:17:42.000
COU_000836,Logan Kim,car,Bronx,2025-04-14 21:43:37.000
COU_000837,Noel Young,scooter,Manhattan,2024-10-04 08:47:49.000
COU_000838,Dana Campbell,car,Staten Island,2025-04-22 18:06:13.000
COU_000839,Peyton Kim,foot,Manhattan,2025-07-17 13:13:12.000
COU_000840,Blake Carter,scooter,Queens,2025-05-05 06:46:17.000
COU_000841,Avery Baker,foot,Brooklyn,2025-02-24 14:02:39.000
COU_000842,Skyler Lee,car,Bronx,2025-01-19 04:41:25.000
COU_000843,Micah Lopez,e-bike,Staten Island,2024-08-05 14:30:48.000
COU_000844,Jules Hill,car,Brooklyn,2025-03-22 11:11:25.000
COU_000845,Sage Harris,e-bike,Bronx,2025-02-25 12:29:46.000
COU_000846,Quinn Gonzalez,car,Brooklyn,2025-06-28 01:40:34.000
COU_000847,Skyler Harris,scooter,Bronx,2024-11-07 15:38:05.000
COU_000848,Robin Evans,foot,Bronx,2024-10-03 19:04:29.000
COU_000849,Morgan Smith,car,Queens,2025-06-28 05:15:20.000
COU_000850,Micah Harris,foot,Queens,2025-01-12 12:40:34.000
COU_000851,Robin Gonzalez,foot,Bronx,2025-02-06 11:19:26.000
COU_000852,Taylor Rodriguez,bike,Manhattan,2025-04-30 18:21:32.000
COU_000853,Robin Campbell,car,Brooklyn,2025-03-15 16:56:25.000
COU_000854,Kendall Campbell,bike,Brooklyn,2025-07-02 19:15:33.000
COU_000855,Cameron Walker,scooter,Manhattan,2025-05-01 22:59:12.000
COU_000856,Blake Nelson,e-bike,Manhattan,2025-02-08 15:22:04.000
COU_000857,Sam Perez,car,Brooklyn,2024-10-13 17:00:39.000
COU_000858,Morgan Mitchell,bike,Staten Island,2025-04-02 14:25:21.000
COU_000859,Jamie Campbell,foot,Queens,2025-01-21 17:10:03.000
COU_000860,Chris Chen,car,Brooklyn,2025-06-26 16:30:39.000
COU_000861,Phoenix Nguyen,e-bike,Staten Island,2025-09-21 23:54:21.000
COU_000862,Elliot Roberts,foot,Staten Island,2025-04-10 02:59:45.000
COU_000863,Micah Smith,bike,Manhattan,2024-10-14 13:08:44.000
COU_000864,Peyton Wright,foot,Brooklyn,2025-01-16 17:35:57.000
COU_000865,Cory Garcia,e-bike,Brooklyn,2025-06-18 21:14:24.000
COU_000866,Peyton Martinez,scooter,Bronx,2025-03-14 16:02:47.000
COU_000867,Rowan Gonzalez,bike,Queens,2025-04-27 10:50:05.000
COU_000868,Emery Carter,car,Queens,2024-08-02 06:24:33.000
COU_000869,Phoenix Phillips,scooter,Queens,2025-02-28 22:55:20.000
COU_000870,Jordan Lewis,e-bike,Brooklyn,2025-04-18 23:26:43.000
COU_000871,Chris Perez,bike,Staten Island,2025-01-03 10:00:43.000
COU_000872,Alex Young,scooter,Manhattan,2024-10-16 05:47:17.000
COU_000873,Harper Martinez,foot,Bronx,2024-12-02 13:09:43.000
COU_000874,Logan Campbell,foot,Brooklyn,2024-09-12 13:04:09.000
COU_000875,Jordan Wilson,e-bike,Staten Island,2025-06-23 21:01:12.000
COU_000876,Remy Green,bike,Queens,2024-11-13 06:42:21.000
COU_000877,Sam Smith,foot,Staten Island,2025-02-26 09:29:17.000
COU_000878,Casey Brown,foot,Queens,2025-07-10 22:13:41.000
COU_000879,Emery Clark,foot,Queens,2024-08-03 19:18:57.000
COU_000880,Logan Nguyen,car,Queens,2025-08-29 23:20:40.000
COU_000881,Arden Nguyen,bike,Manhattan,2025-07-30 21:13:27.000
COU_000882,Jules Adams,scooter,Manhattan,2025-05-22 11:46:20.000
COU_000883,Blake Nguyen,bike,Staten Island,2025-09-20 04:42:53.000
COU_000884,Dana Turner,foot,Staten Island,2024-12-01 08:07:44.000
COU_000885,Drew Harris ,foot,Manhattan,2024-10-11 20:15:12.000
COU_000886,Kendall Mitchell,foot,Manhattan,2025-01-29 06:36:31.000
COU_000887,Jamie Rodriguez,scooter,Staten Island,2024-12-17 16:01:45.000
COU_000888,Phoenix Anderson,bike,Manhattan,2025-06-21 14:48:32.000
COU_000889,Micah Lewis,bike,Manhattan,2025-05-03 18:51:40.000
COU_000890,River Lewis,bike,Queens,2024-09-10 16:50:14.000
COU_000891,Sam Carter,foot,Brooklyn,2025-03-14 12:32:35.000
COU_000892,Rowan Lee,car,Manhattan,2024-08-11 05:27:57.000
COU_000893,Taylor Brown,e-bike,Queens,2025-07-26 09:57:36.000
COU_000894,Micah Thomas,bike,Manhattan,2024-12-09 12:40:10.000
COU_000895,Morgan Anderson,car,Queens,2025-05-18 05:35:48.000
COU_000896,Harper Patel,foot,Manhattan,2024-08-01 03:10:48.000
COU_000897,Drew Phillips,bike,Bronx,2025-08-20 11:50:31.000
COU_000898,Peyton Carter,foot,Brooklyn,2025-01-08 05:32:41.000
COU_000899,Jordan Nguyen,bike,Brooklyn,2025-09-15 14:35:54.000
